Name,Edição,Etiquetas,Seção,Tema,URL
Chama o capitão-do-mato,115,,Decifre,Carta de governador para capitão-do-mato manda capturar fugitivos em Minas,https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/decifre/chama-o-capitao-do-mato
Decifrando o ato de comer,115,,Carta do editor,Edição de abril discute os sentidos da nossa alimentação,https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/carta-do-editor/decifrando-o-ato-de-comer
Salve os invasores!,115,,Em dia,Bibliotecas comunitárias na Bahia inauguram evento literário para incentivar a leitura,https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/em-dia/salve-os-invasores
"É pra ver, não pra comer",115,,Em dia,"Museu da Gastronomia Brasileira, ainda sem local fixo, expõe réplicas da culinária regional sob encomenda",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/em-dia/e-pra-ver-nao-pra-comer
Tempos panfletários,115,,Em dia,Inédita compilação de impressos políticos reconstitui acirrado debate público em torno da Independência,https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/em-dia/tempos-panfletarios
Nem toda carne assada é churrasco,115,Comida e modos de comer,Dossiê,"Ligada às origens gaúchas, tradição de assar carne no espeto tornou-se identidade regional e costume nacional",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/capa/nem-toda-carne-assada-e-churrasco
À moda da elite,115,Comida e modos de comer,Dossiê,"Dos ingredientes raros às boas maneiras para comer, classes abastadas impõem padrões à cozinha de toda a sociedade",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/capa/a-moda-da-elite
Cada prato em seu lugar,115,Comida e modos de comer,Dossiê,"Expansões territoriais promoveram intercâmbios culinários, mas sociedade de corte manteve rígida separação dos alimentos",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/capa/cada-prato-em-seu-lugar
Sabores sagrados,115,Comida e modos de comer,Dossiê,"Realçadoras do axé, as comidas de santo transitam entre os terreiros de candomblé e a cozinha cotidiana",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/capa/sabores-sagrados
De mãe para filha,115,Comida e modos de comer,Dossiê,Livros e cadernos de receitas familiares testemunham hábitos e afetos femininos em torno da cozinha,https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/capa/de-mae-para-filha
“Em ponto de dentro”,115,Comida e modos de comer,Dossiê,"Cozinha mineira reflete colonização e cultura local, baseada na  simplicidade e nos laços familiares",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/capa/em-ponto-de-dentro
Fome na abundância,115,Comida e modos de comer,Dossiê,"Se produzimos alimentos suficientes para saciar todo o planeta, por que milhões não têm o que comer?",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/capa/fome-na-abundancia
A carne é forte,115,Comida e modos de comer,Dossiê,"Centrada no consumo de produtos de origem animal, dieta moderna pode estar levando a humanidade a um beco sem saída",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/capa/a-carne-e-forte
Especial Aborto - Entre Deus e as mulheres,115,,Artigos,"Estigmatizado pela Igreja, o aborto nunca deixou de ser praticado, e perseguido, no Brasil",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/artigos-revista/especial-aborto-entre-deus-e-as-mulheres
Especial Aborto - Mulheres em via-crúcis,115,,Artigos,"Um milhão de abortos clandestinos são feitos todos os anos no Brasil, resultando em mortes, internações e processos na Justiça",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/artigos-revista/especial-aborto-mulheres-em-via-crucis
Enquanto isso...,115,,Artigos,No tempo de Vital Brazil... variadas descobertas da ciência médica,https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/artigos-revista/enquanto-isso-12
Marco Lucchesi,115,,Entrevista,"“Ultimamente o que me interessa é a paz, num momento difícil como o de hoje, com discursos políticos oportunistas que beiram situações dramáticas.”",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/entrevista/marco-lucchesi
O homem que sabia de tudo,115,,Leituras,"Sem formação acadêmica, José Barbosa de Sá deixou registrada uma das mais relevantes documentações sobre a natureza do Novo Mundo",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/leituras/o-homem-que-sabia-de-tudo
De Brodósqui para o mundo,115,,Perspectiva,"Pessoal, local e brasileira, obra de Candido Portinari conquistou reconhecimento por sua amplitude universal",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/perspectiva/de-brodosqui-para-o-mundo
País em transe,115,,Educação,Filme de Glauber Rocha favorece a reflexão social e política no calor da recém-instaurada ditadura,https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/educacao/pais-em-transe
Cobra criada,115,,Retrato,"Nos primórdios da microbiologia nacional, Vital Brazil fez história ao descobrir o soro antiofídico específico",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/retrato/cobra-criada
O lápis fatídico do imperador,115,,Por dentro do Documento,"Sem paciência para discursos vazios, D. Pedro II se distraía com desenhos e rabiscos nas reuniões de Estado",https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/por-dentro-do-documento/o-lapis-fatidico-do-imperador
Baseado em fatos reais,115,,A História do Historiador,Desafeto de Vargas aborda em seu livro o suposto complexo de inferioridade do presidente,https://web.archive.org/web/20160122015530/http://revistadehistoria.com.br/secao/a-historia-do-historiador/baseado-em-fatos-reais-1
O ouvidor contra a Câmara,114,,Decifre,"Em 1747, Câmara paulista contesta ouvidor geral em conflito de poderes",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/decifre/o-ouvidor-contra-a-camara
E o amanhã dos museus de ontem?,114,,Em dia,"Com acervo precioso de 20 mil peças, Museu Histórico da Cidade do Rio de Janeiro segue fechado e tem destino incerto",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/em-dia/e-o-amanha-dos-museus-de-ontem
A ceia proibida,114,,Em dia,Painel de Ziraldo censurado pela ditadura terá restauro aberto ao público,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/em-dia/a-ceia-proibida
Rabequeiro para sempre,114,,Em dia,"Pesquisadores mapeiam tradição de rabecas no Ceará, uma iniciativa premiada pelo Iphan",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/em-dia/rabequeiro-para-sempre
De raros a esgotados,114,,Em dia,Biblioteca Nacional lança estudo inédito de Nelson Werneck Sodré,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/em-dia/de-raros-a-esgotados
Ampliando conceitos,114,,Em dia,Acervo de 166 mil ampliações fotográficas do jornal Última Hora será disponibilizado on-line,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/em-dia/ampliando-conceitos
Miragens de democracia,114,Redemocratização,Dossiê,"Transição “consensual” pós-ditadura resultou em regime com heranças autoritárias, que ainda precisam ser (re)conhecidas",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/capa/miragens-de-democracia-1
"Todo mundo na rua, de blusa amarela",114,Redemocratização,Dossiê,"No verão de 1984, a campanha das Diretas Já mobilizou multidões numa onda democrática, antes de ser esvaziada por negociações palacianas",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/capa/todo-mundo-na-rua-de-blusa-amarela
Triunfo da “Revolução”?,114,Redemocratização,Dossiê,"Para facção majoritária das Forças Armadas, eleição de Tancredo foi uma costura política bem-sucedida",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/capa/triunfo-da-revolucao
Vitória dos derrotados,114,Redemocratização,Dossiê,"Depois do fim da luta armada, mobilização social ajudou a construir uma democracia conquistada apenas em parte",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/capa/vitoria-dos-derrotados
Semeando cravos,114,Redemocratização,Dossiê,"Revolução social que derrubou a ditadura portuguesa inspirou radicalismos também na Espanha, em transição nada pacífica",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/capa/semeando-cravos
O preço de não punir,114,Redemocratização,Dossiê,Anistia aos crimes da ditadura gera democracias com violência de Estado – a exemplo do Brasil e da África do Sul,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/capa/o-preco-de-nao-punir
Somos todos constituintes,114,Redemocratização,Dossiê,"Constituição de 1988 foi a primeira com genuína participação popular, embora conservadores ainda tivessem seu vínculo com a ditadura",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/capa/somos-todos-constituintes
Especial Rio 450 - A primeira guerra do Rio,114,,Artigos,"Tamoios contra tupiniquins, portugueses contra franceses... assim nasceu a Cidade Maravilhosa",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/artigos-revista/especial-rio-450-a-primeira-guerra-do-rio
Especial Rio 450 - Enquanto isso...,114,,Artigos,No tempo da fundação do Rio de Janeiro... Outros horizontes entre a cruz e a espada,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/artigos-revista/especial-rio-450-enquanto-isso
Especial Rio 450 - E o Rio se fez cortês,114,,Artigos,Nova capital imperial foi palco de projeto civilizador espelhado em Lisboa – na forma e no conteúdo,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/artigos-revista/especial-rio-450-e-o-rio-se-fez-cortes
"Especial Rio 450 - Rio, marca registrada",114,,Artigos,"Desde Pereira Passos, transformações urbanas atenderam aos interesses das elites. Hoje, investe-se na cidade-mercadoria",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/artigos-revista/especial-rio-450-rio-marca-registrada
Complô da liberdade,114,,Artigos,"Suposta conspiração de franceses e escravos mobilizou Buenos Aires em 1795, refletindo a insegurança do Império espanhol",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/artigos-revista/complo-da-liberdade
António Costa Pinto,114,,Entrevista,"“A Espanha e o Brasil, por um lado, e Portugal, por outro, expressam tipos opostos de democratização”",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/entrevista/antonio-costa-pinto
Marcus Carvalho,114,,Entrevista,“Tem gente que diz que os alunos não leem mais nada. Isso é conversa de velho. Os meninos estão sintonizadíssimos”,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/entrevista/marcus-carvalho
"Em versos, (re)versões",114,,Leituras,Poesia modernista de Murilo Mendes desconstrói e reinventa “verdades” sobre a História nacional,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/leituras/em-versos-re-versoes
Às margens do pedestal,114,,Perspectiva,"Estátua equestre de D. Pedro I, primeira escultura pública do Brasil, reflete diferentes períodos e interpretações do Império",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/perspectiva/as-margens-do-pedestal
Quanto tempo o tempo tem?,114,,Educação,Beethoven e o metrônomo foram fundamentais para a mudança da temporalidade musical ao lhe atribuírem duração precisa,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/educacao/quanto-tempo-o-tempo-tem
O intraduzível,114,,Retrato,"Antes de ganhar fama como tradutor dos principais escritores latino-americanos, Curt Meyer-Clason foi espião nazista no Brasil",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/retrato/o-intraduzivel
Lágrimas de Portugal,114,,Por dentro do Documento,Sobrevivente de naufrágio no século XVI relata o martírio vivido na costa africana,https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/por-dentro-do-documento/lagrimas-de-portugal
Memórias capitais,114,,A História do Historiador,"Presa às memórias da capital, história da cidade vive um círculo vicioso",https://web.archive.org/web/20160122052725/http://revistadehistoria.com.br/secao/a-historia-do-historiador/memorias-capitais
